26.425	2
80.921	3
90.367	3
119.999	3
93.615	3
34.521	2
121.218	3
21.405	2
37.331	2
18.517	2
18.157	2
108.661	3
56.872	3
88.450	3
7.800	1
91.156	3
35.868	2
123.219	3
95.453	3
86.261	3
87.303	3
62.236	3
38.960	2
67.036	3
12.535	2
14.357	2
6.047	1
118.948	3
129.555	3
80.162	3
119.938	3
32.156	2
92.552	3
109.710	3
126.936	3
139.637	3
26.444	2
62.110	3
111.575	3
60.315	3
13.674	2
122.132	3
131.541	3
118.031	3
94.853	3
125.488	3
88.156	3
99.770	3
52.407	3
44.257	3
139.414	3
105.300	3
61.400	3
106.534	3
16.359	2
50.238	3
19.217	2
29.728	2
107.835	3
125.355	3
36.839	2
14.835	2
108.274	3
89.053	3
136.254	3
40.327	3
91.372	3
89.087	3
0.908	1
32.376	2
21.612	2
106.942	3
14.729	2
114.651	3
18.461	2
55.372	3
0.794	1
91.390	3
58.220	3
18.039	2
67.170	3
3.728	1
76.022	3
65.022	3
110.556	3
76.961	3
53.713	3
129.061	3
54.364	3
23.607	2
118.261	3
126.251	3
115.068	3
11.025	2
33.792	2
2.120	1
65.021	3
30.949	2
58.456	3
126.802	3
44.140	3
5.480	1
91.872	3
8.959	1
44.212	3
128.014	3
46.608	3
14.205	2
86.358	3
5.137	1
77.895	3
26.483	2
74.669	3
113.485	3
113.272	3
61.120	3
117.867	3
9.031	1
45.444	3
114.916	3
111.933	3
8.614	1
1.769	1
9.931	1
35.504	2
97.092	3
15.888	2
135.014	3
0.942	1
3.420	1
13.112	2
35.470	2
94.398	3
2.978	1
12.318	2
115.237	3
27.081	2
135.095	3
32.399	2
14.149	2
21.661	2
75.534	3
17.478	2
127.155	3
33.525	2
3.557	1
67.235	3
9.958	1
49.152	3
32.472	2
80.806	3
28.617	2
81.825	3
121.371	3
43.133	3
111.283	3
96.802	3
37.710	2
41.316	3
21.997	2
40.529	3
13.294	2
19.533	2
124.129	3
9.321	1
27.117	2
96.103	3
1.270	1
12.465	2
30.059	2
105.697	3
80.481	3
69.642	3
109.792	3
97.966	3
3.473	1
57.148	3
2.702	1
8.302	1
34.451	2
43.936	3
0.336	1
43.304	3
68.766	3
97.210	3
104.364	3
28.874	2
80.313	3
9.118	1
24.171	2
122.394	3
32.945	2
85.536	3
2.596	1
44.578	3
22.127	2
27.983	2
76.032	3
51.594	3
52.440	3
91.249	3
33.369	2
63.721	3
49.709	3
71.858	3
90.808	3
92.154	3
56.719	3
25.578	2
2.909	1
5.091	1
40.887	3
25.528	2
81.186	3
52.439	3
98.312	3
108.977	3
99.697	3
31.246	2
110.443	3
130.017	3
133.061	3
35.705	2
18.646	2
10.658	2
21.768	2
42.438	3
85.050	3
58.004	3
110.266	3
44.473	3
134.726	3
8.408	1
45.869	3
4.615	1
8.741	1
130.244	3
122.294	3
132.252	3
23.007	2
30.203	2
24.455	2
12.187	2
135.641	3
83.108	3
10.682	2
37.776	2
24.420	2
69.934	3
44.373	3
126.434	3
133.229	3
93.918	3
51.054	3
98.720	3
19.081	2
104.821	3
137.952	3
124.538	3
15.123	2
23.194	2
9.044	1
30.911	2
125.073	3
75.097	3
90.190	3
118.367	3
135.122	3
103.190	3
86.381	3
56.287	3
70.259	3
10.633	2
139.802	3
1.990	1
61.895	3
5.051	1
108.760	3
127.506	3
90.237	3
121.389	3
4.045	1
32.922	2
55.114	3
41.771	3
9.873	1
32.178	2
131.910	3
70.569	3
26.566	2
128.927	3
138.770	3
82.895	3
27.233	2
115.111	3
15.753	2
12.562	2
9.687	1
101.179	3
14.762	2
31.303	2
5.075	1
59.752	3
138.342	3
5.604	1
109.951	3
123.622	3
57.457	3
71.126	3
137.770	3
30.829	2
109.683	3
124.882	3
49.873	3
11.041	2
32.390	2
40.231	3
71.177	3
86.418	3
79.659	3
85.570	3
111.220	3
49.471	3
99.987	3
9.623	1
110.514	3
60.713	3
125.253	3
93.709	3
115.891	3
57.591	3
10.942	2
107.551	3
13.375	2
139.736	3
115.123	3
27.729	2
16.671	2
70.584	3
96.792	3
7.470	1
28.558	2
5.339	1
12.736	2
124.503	3
121.711	3
88.790	3
105.602	3
44.126	3
80.159	3
58.308	3
79.707	3
95.122	3
135.683	3
29.660	2
122.659	3
98.092	3
91.607	3
31.327	2
90.122	3
18.489	2
9.351	1
11.030	2
116.099	3
21.180	2
14.914	2
3.077	1
94.095	3
25.694	2
117.710	3
113.875	3
33.753	2
110.936	3
33.209	2
93.490	3
77.216	3
120.299	3
104.599	3
55.343	3
131.530	3
121.514	3
24.640	2
87.133	3
44.639	3
85.052	3
32.494	2
17.887	2
1.418	1
58.344	3
3.962	1
17.118	2
127.872	3
34.814	2
106.030	3
136.885	3
23.232	2
7.349	1
92.426	3
113.450	3
52.722	3
17.904	2
39.893	2
113.612	3
87.761	3
90.931	3
78.283	3
111.997	3
81.231	3
96.194	3
96.662	3
2.708	1
71.865	3
129.920	3
4.111	1
122.240	3
2.089	1
15.234	2
90.771	3
76.210	3
36.421	2
114.092	3
61.438	3
24.614	2
65.646	3
91.331	3
34.481	2
64.412	3
132.335	3
34.189	2
28.120	2
90.646	3
13.964	2
18.913	2
111.291	3
14.037	2
58.255	3
116.842	3
118.460	3
23.569	2
54.423	3
33.908	2
77.787	3
19.689	2
10.871	2
78.898	3
63.377	3
12.459	2
86.316	3
101.561	3
47.226	3
46.188	3
43.786	3
90.678	3
55.120	3
133.731	3
107.712	3
27.523	2
139.072	3
26.709	2
65.205	3
110.885	3
5.565	1
97.164	3
58.612	3
127.596	3
36.584	2
22.728	2
20.629	2
63.081	3
120.457	3
80.422	3
108.050	3
114.939	3
30.312	2
35.108	2
86.336	3
38.438	2
108.468	3
6.170	1
135.969	3
50.386	3
27.077	2
65.564	3
63.841	3
32.526	2
21.098	2
107.642	3
76.707	3
117.310	3
128.348	3
16.212	2
70.574	3
94.098	3
107.614	3
5.495	1
23.876	2
121.819	3
33.329	2
34.456	2
52.552	3
61.844	3
15.782	2
10.792	2
57.002	3
62.422	3
25.893	2
104.365	3
74.929	3
10.598	2
22.584	2
104.216	3
5.091	1
112.742	3
38.036	2
98.302	3
99.057	3
40.480	3
139.928	3
84.922	3
72.621	3
109.990	3
84.381	3
10.107	2
123.281	3
101.321	3
139.148	3
119.294	3
72.742	3
5.694	1
63.694	3
65.698	3
126.602	3
35.160	2
49.943	3
6.562	1
114.987	3
86.788	3
17.967	2
44.832	3
84.187	3
59.498	3
40.899	3
57.805	3
29.982	2
82.395	3
134.343	3
134.826	3
70.170	3
5.627	1
65.774	3
3.558	1
35.934	2
57.395	3
26.631	2
10.275	2
85.788	3
6.692	1
57.968	3
84.702	3
29.435	2
1.015	1
3.247	1
26.588	2
12.277	2
4.751	1
74.349	3
74.476	3
93.413	3
136.187	3
37.064	2
38.154	2
118.736	3
5.031	1
111.384	3
78.238	3
11.775	2
3.024	1
15.972	2
52.337	3
56.039	3
36.868	2
11.014	2
20.591	2
42.798	3
93.835	3
101.045	3
61.534	3
89.160	3
27.349	2
37.218	2
92.675	3
10.787	2
123.170	3
53.680	3
79.868	3
87.466	3
87.332	3
36.134	2
12.669	2
81.948	3
83.612	3
109.728	3
20.590	2
107.237	3
39.770	2
132.611	3
0.533	1
28.665	2
108.942	3
103.704	3
13.545	2
84.920	3
26.214	2
26.101	2
4.810	1
137.116	3
0.582	1
57.846	3
115.158	3
77.528	3
10.931	2
130.431	3
137.837	3
35.888	2
119.530	3
124.308	3
105.315	3
47.789	3
36.456	2
54.361	3
32.226	2
13.544	2
136.882	3
109.331	3
74.476	3
27.050	2
105.626	3
23.865	2
95.250	3
30.916	2
19.136	2
73.136	3
37.479	2
38.939	2
104.670	3
7.240	1
56.606	3
84.785	3
12.806	2
81.218	3
110.383	3
27.784	2
7.586	1
82.112	3
5.072	1
93.592	3
63.563	3
133.377	3
29.396	2
131.704	3
82.306	3
99.802	3
2.134	1
37.029	2
120.191	3
2.757	1
64.281	3
122.794	3
24.828	2
71.312	3
65.702	3
54.602	3
46.460	3
81.260	3
4.698	1
16.587	2
10.775	2
4.749	1
131.712	3
25.551	2
103.720	3
22.256	2
112.751	3
8.132	1
78.575	3
80.391	3
11.965	2
72.446	3
127.885	3
84.675	3
87.878	3
72.990	3
92.417	3
52.450	3
85.249	3
54.445	3
23.970	2
7.794	1
10.969	2
10.990	2
61.557	3
64.109	3
9.266	1
76.697	3
29.766	2
53.404	3
47.120	3
132.216	3
111.096	3
70.892	3
118.199	3
2.708	1
124.435	3
46.780	3
37.048	2
45.036	3
14.226	2
67.796	3
136.914	3
77.001	3
83.764	3
114.490	3
123.625	3
44.348	3
7.225	1
45.086	3
1.732	1
84.580	3
137.234	3
82.432	3
103.943	3
47.325	3
18.268	2
53.824	3
123.790	3
9.792	1
112.041	3
67.696	3
75.342	3
58.029	3
102.422	3
37.153	2
127.320	3
124.215	3
51.800	3
4.315	1
134.935	3
94.295	3
34.896	2
95.526	3
92.552	3
56.912	3
7.962	1
72.147	3
6.866	1
70.309	3
75.679	3
25.624	2
127.153	3
77.913	3
82.373	3
70.947	3
67.877	3
116.287	3
34.733	2
96.546	3
86.078	3
39.268	2
5.023	1
108.638	3
65.914	3
114.636	3
29.608	2
104.837	3
68.161	3
4.569	1
